Dataset,Fold,Feature,Pearson_r,Abs_Pearson_r,Selected
Maxwell,1,Syear,-0.19990051168267822,0.19990051168267822,False
Maxwell,1,App,0.06503231229086287,0.06503231229086287,False
Maxwell,1,Har,-0.03870641139470253,0.03870641139470253,False
Maxwell,1,Dba,-0.012484914626970189,0.012484914626970189,False
Maxwell,1,Ifc,0.07402985709484725,0.07402985709484725,False
Maxwell,1,Source,0.02451296177710895,0.02451296177710895,False
Maxwell,1,Telonuse,0.05092048199443027,0.05092048199443027,False
Maxwell,1,Nlan,0.2779785950476318,0.2779785950476318,True
Maxwell,1,T01,0.20610231203529536,0.20610231203529536,False
Maxwell,1,T02,-0.011392153491313728,0.011392153491313728,False
Maxwell,1,T03,0.13434837934349417,0.13434837934349417,False
Maxwell,1,T04,0.04274060939936902,0.04274060939936902,False
Maxwell,1,T05,0.0607188765826661,0.0607188765826661,False
Maxwell,1,T06,-0.0030510699813593614,0.0030510699813593614,False
Maxwell,1,T07,0.41366238932601596,0.41366238932601596,True
Maxwell,1,T08,0.16374925937292378,0.16374925937292378,False
Maxwell,1,T09,0.21821924054495961,0.21821924054495961,False
Maxwell,1,T10,0.24874125037855307,0.24874125037855307,False
Maxwell,1,T11,0.3925773347610752,0.3925773347610752,True
Maxwell,1,T12,0.1219692692356708,0.1219692692356708,False
Maxwell,1,T13,0.13169259268201391,0.13169259268201391,False
Maxwell,1,T14,-0.25424425637976,0.25424425637976,True
Maxwell,1,T15,0.2774901508113614,0.2774901508113614,True
Maxwell,1,Duration,0.6396173091701047,0.6396173091701047,True
Maxwell,1,Size,0.8396137288085486,0.8396137288085486,True
Maxwell,1,Time,-0.19990051168267822,0.19990051168267822,False
Maxwell,2,Syear,-0.12665000789525196,0.12665000789525196,False
Maxwell,2,App,0.11737563488074186,0.11737563488074186,False
Maxwell,2,Har,0.0033995375051408512,0.0033995375051408512,False
Maxwell,2,Dba,-0.04909209904358734,0.04909209904358734,False
Maxwell,2,Ifc,0.08290812098377941,0.08290812098377941,False
Maxwell,2,Source,0.013079985712898767,0.013079985712898767,False
Maxwell,2,Telonuse,0.16472309594859463,0.16472309594859463,False
Maxwell,2,Nlan,0.3169641551865084,0.3169641551865084,True
Maxwell,2,T01,0.11540960441758993,0.11540960441758993,False
Maxwell,2,T02,-0.16579536531458275,0.16579536531458275,False
Maxwell,2,T03,0.1668211038782588,0.1668211038782588,False
Maxwell,2,T04,-0.08372635114661756,0.08372635114661756,False
Maxwell,2,T05,0.037083105927470224,0.037083105927470224,False
Maxwell,2,T06,-0.0020524462094378584,0.0020524462094378584,False
Maxwell,2,T07,0.49564141461137134,0.49564141461137134,True
Maxwell,2,T08,0.2217159897304494,0.2217159897304494,False
Maxwell,2,T09,0.29989913855631517,0.29989913855631517,True
Maxwell,2,T10,0.2786435553140842,0.2786435553140842,True
Maxwell,2,T11,0.5081888489273406,0.5081888489273406,True
Maxwell,2,T12,0.1225796604422777,0.1225796604422777,False
Maxwell,2,T13,0.051495186987771634,0.051495186987771634,False
Maxwell,2,T14,-0.2254225261956489,0.2254225261956489,False
Maxwell,2,T15,0.20355084041718863,0.20355084041718863,False
Maxwell,2,Duration,0.6379515696615378,0.6379515696615378,True
Maxwell,2,Size,0.8240563085399739,0.8240563085399739,True
Maxwell,2,Time,-0.12665000789525196,0.12665000789525196,False
Maxwell,3,Syear,-0.158342217188422,0.158342217188422,False
Maxwell,3,App,0.0512989984999141,0.0512989984999141,False
Maxwell,3,Har,-0.034790195408118424,0.034790195408118424,False
Maxwell,3,Dba,-0.026739654977382284,0.026739654977382284,False
Maxwell,3,Ifc,0.0691227845546949,0.0691227845546949,False
Maxwell,3,Source,0.02370448764783938,0.02370448764783938,False
Maxwell,3,Telonuse,-0.0001574550901017732,0.0001574550901017732,False
Maxwell,3,Nlan,0.2245550038913918,0.2245550038913918,False
Maxwell,3,T01,0.20822277613308957,0.20822277613308957,False
Maxwell,3,T02,-0.07183816757075107,0.07183816757075107,False
Maxwell,3,T03,0.08823824321533898,0.08823824321533898,False
Maxwell,3,T04,0.09635742861913149,0.09635742861913149,False
Maxwell,3,T05,0.03891275747024654,0.03891275747024654,False
Maxwell,3,T06,0.026342153807568495,0.026342153807568495,False
Maxwell,3,T07,0.39876132093347133,0.39876132093347133,True
Maxwell,3,T08,0.218063994687387,0.218063994687387,False
Maxwell,3,T09,0.19890094920992676,0.19890094920992676,False
Maxwell,3,T10,0.26326930590468545,0.26326930590468545,True
Maxwell,3,T11,0.32163113884472494,0.32163113884472494,True
Maxwell,3,T12,0.09319097856272793,0.09319097856272793,False
Maxwell,3,T13,0.17300721101428584,0.17300721101428584,False
Maxwell,3,T14,-0.17180781491531666,0.17180781491531666,False
Maxwell,3,T15,0.2971107474492641,0.2971107474492641,True
Maxwell,3,Duration,0.6968746465596051,0.6968746465596051,True
Maxwell,3,Size,0.8385148685823458,0.8385148685823458,True
Maxwell,3,Time,-0.158342217188422,0.158342217188422,False
Maxwell,4,Syear,-0.21687000636691683,0.21687000636691683,False
Maxwell,4,App,0.05910229220997199,0.05910229220997199,False
Maxwell,4,Har,-0.08060914371964338,0.08060914371964338,False
Maxwell,4,Dba,-0.014537983150500217,0.014537983150500217,False
Maxwell,4,Ifc,0.08058858218102848,0.08058858218102848,False
Maxwell,4,Source,0.0434132008999891,0.0434132008999891,False
Maxwell,4,Telonuse,0.060103645574774316,0.060103645574774316,False
Maxwell,4,Nlan,0.2693511925041041,0.2693511925041041,True
Maxwell,4,T01,0.20588630545246528,0.20588630545246528,False
Maxwell,4,T02,-0.0819520132645965,0.0819520132645965,False
Maxwell,4,T03,0.13302513361955723,0.13302513361955723,False
Maxwell,4,T04,0.017129491516957168,0.017129491516957168,False
Maxwell,4,T05,0.022966066102162598,0.022966066102162598,False
Maxwell,4,T06,0.033719610926517554,0.033719610926517554,False
Maxwell,4,T07,0.4508032298653228,0.4508032298653228,True
Maxwell,4,T08,0.2295315051015182,0.2295315051015182,False
Maxwell,4,T09,0.20204301310012784,0.20204301310012784,False
Maxwell,4,T10,0.25920208717358856,0.25920208717358856,True
Maxwell,4,T11,0.3745460332135946,0.3745460332135946,True
Maxwell,4,T12,0.14336163393123874,0.14336163393123874,False
Maxwell,4,T13,0.1799120467659361,0.1799120467659361,False
Maxwell,4,T14,-0.2816456200205454,0.2816456200205454,True
Maxwell,4,T15,0.25824492324691645,0.25824492324691645,True
Maxwell,4,Duration,0.6639415126998524,0.6639415126998524,True
Maxwell,4,Size,0.8479614257418685,0.8479614257418685,True
Maxwell,4,Time,-0.21687000636691683,0.21687000636691683,False
Maxwell,5,Syear,-0.23183710404451355,0.23183710404451355,False
Maxwell,5,App,0.030235647973135413,0.030235647973135413,False
Maxwell,5,Har,-0.04884062011303075,0.04884062011303075,False
Maxwell,5,Dba,-0.015751718672335758,0.015751718672335758,False
Maxwell,5,Ifc,0.04234452613921553,0.04234452613921553,False
Maxwell,5,Source,0.046091905412672274,0.046091905412672274,False
Maxwell,5,Telonuse,0.059107261502221196,0.059107261502221196,False
Maxwell,5,Nlan,0.25361630624821846,0.25361630624821846,True
Maxwell,5,T01,0.19958141155273312,0.19958141155273312,False
Maxwell,5,T02,-0.09879295488722094,0.09879295488722094,False
Maxwell,5,T03,0.1294868983409736,0.1294868983409736,False
Maxwell,5,T04,0.014835910027283775,0.014835910027283775,False
Maxwell,5,T05,0.011114975311855966,0.011114975311855966,False
Maxwell,5,T06,0.02113908845487703,0.02113908845487703,False
Maxwell,5,T07,0.441185061290318,0.441185061290318,True
Maxwell,5,T08,0.2254618657852433,0.2254618657852433,False
Maxwell,5,T09,0.21678444090081553,0.21678444090081553,False
Maxwell,5,T10,0.24186384142112016,0.24186384142112016,False
Maxwell,5,T11,0.3720833178519072,0.3720833178519072,True
Maxwell,5,T12,0.13698125280961543,0.13698125280961543,False
Maxwell,5,T13,0.15417743403428072,0.15417743403428072,False
Maxwell,5,T14,-0.27321960923014155,0.27321960923014155,True
Maxwell,5,T15,0.2409014985655051,0.2409014985655051,False
Maxwell,5,Duration,0.6575959281742751,0.6575959281742751,True
Maxwell,5,Size,0.8422862309089417,0.8422862309089417,True
Maxwell,5,Time,-0.23183710404451355,0.23183710404451355,False
Maxwell,6,Syear,-0.18219397419912053,0.18219397419912053,False
Maxwell,6,App,0.07683290158072544,0.07683290158072544,False
Maxwell,6,Har,-0.09931496568040189,0.09931496568040189,False
Maxwell,6,Dba,-0.047517599879370744,0.047517599879370744,False
Maxwell,6,Ifc,0.08979221699664676,0.08979221699664676,False
Maxwell,6,Source,0.05259350739673976,0.05259350739673976,False
Maxwell,6,Telonuse,0.11879681440169547,0.11879681440169547,False
Maxwell,6,Nlan,0.26697989857269067,0.26697989857269067,True
Maxwell,6,T01,0.1893215174648331,0.1893215174648331,False
Maxwell,6,T02,-0.11070840367869371,0.11070840367869371,False
Maxwell,6,T03,0.11311490041974488,0.11311490041974488,False
Maxwell,6,T04,0.06600101828000018,0.06600101828000018,False
Maxwell,6,T05,0.02665365534681391,0.02665365534681391,False
Maxwell,6,T06,0.07024126802664507,0.07024126802664507,False
Maxwell,6,T07,0.39972323452260405,0.39972323452260405,True
Maxwell,6,T08,0.21573763756030526,0.21573763756030526,False
Maxwell,6,T09,0.20000012638601813,0.20000012638601813,False
Maxwell,6,T10,0.21510402741963172,0.21510402741963172,False
Maxwell,6,T11,0.3731826047182712,0.3731826047182712,True
Maxwell,6,T12,0.14315202817268388,0.14315202817268388,False
Maxwell,6,T13,0.09916878816909404,0.09916878816909404,False
Maxwell,6,T14,-0.2714398214159505,0.2714398214159505,True
Maxwell,6,T15,0.2408190907451672,0.2408190907451672,False
Maxwell,6,Duration,0.6434949636423959,0.6434949636423959,True
Maxwell,6,Size,0.8373091394446853,0.8373091394446853,True
Maxwell,6,Time,-0.18219397419912053,0.18219397419912053,False
Maxwell,7,Syear,-0.20475526389258797,0.20475526389258797,False
Maxwell,7,App,0.0145871912679837,0.0145871912679837,False
Maxwell,7,Har,-0.05147339872532645,0.05147339872532645,False
Maxwell,7,Dba,0.13723070549475164,0.13723070549475164,False
Maxwell,7,Ifc,0.08708468829838767,0.08708468829838767,False
Maxwell,7,Source,0.0484587179358073,0.0484587179358073,False
Maxwell,7,Telonuse,0.04333005395268554,0.04333005395268554,False
Maxwell,7,Nlan,0.3012778793149144,0.3012778793149144,True
Maxwell,7,T01,0.19740763485610882,0.19740763485610882,False
Maxwell,7,T02,-0.09728117720848392,0.09728117720848392,False
Maxwell,7,T03,0.11671787154705847,0.11671787154705847,False
Maxwell,7,T04,-0.007399339821883242,0.007399339821883242,False
