Dataset,Method,N_Projects,MMRE,MAE,MSE,RMSE
Albrecht,ABE,24,0.7810754777286365,8.277840344111127,190.88865514439703,13.816246058332814
Albrecht,GA-ABE,24,0.8070615760957612,7.783826110760373,141.04688353159216,11.876316075769967
Albrecht,PSO-ABE,24,0.7273026087249522,9.03842305938403,205.85253049592814,14.347561831054367
Albrecht,DE-ABE,24,0.7065245835655084,8.34869163433711,167.51311422977517,12.94268574252559
Albrecht,GWO-ABE,24,0.6851536789239739,8.248571167389551,197.9865099910693,14.070767924710767
Albrecht,WOA-ABE,24,0.7957256613823279,10.459007277091345,290.3508524445984,17.03968463454058
Albrecht,FAABE,24,0.864931934596027,8.240048221747081,182.75543777362716,13.51870695642254
