MMRE_Rank,Dataset,Variant,N_Projects,MMRE,MAE,MSE,RMSE
1,Albrecht,FAABE_NO_PEARSON,24,0.6857807403256597,8.676651004950207,221.39789090429906,14.879445248539982
2,Albrecht,FAABE_NO_FIREFLY,24,0.7810754777286365,8.277840344111127,190.88865514439703,13.816246058332814
3,Albrecht,ABE_BASE,24,0.7956080220284832,7.9678890903790816,180.48880361173883,13.434612149658019
4,Albrecht,FAABE_NO_IWM,24,0.7963922695342044,8.415277759234113,192.83234709157134,13.88640871829615
5,Albrecht,FAABE_FULL,24,0.8206727098213014,8.837568837404254,214.1926299528698,14.635321313618974
