Dataset,Fold,Train_N,Test_N,Selected_Feature_Count,Selected_Features,ABE_BASE_MMRE,ABE_BASE_MAE,ABE_BASE_MSE,ABE_BASE_RMSE,ABE_BASE_Training_MMRE,FAABE_NO_PEARSON_MMRE,FAABE_NO_PEARSON_MAE,FAABE_NO_PEARSON_MSE,FAABE_NO_PEARSON_RMSE,FAABE_NO_PEARSON_Training_MMRE,FAABE_NO_FIREFLY_MMRE,FAABE_NO_FIREFLY_MAE,FAABE_NO_FIREFLY_MSE,FAABE_NO_FIREFLY_RMSE,FAABE_NO_FIREFLY_Training_MMRE,FAABE_NO_IWM_MMRE,FAABE_NO_IWM_MAE,FAABE_NO_IWM_MSE,FAABE_NO_IWM_RMSE,FAABE_NO_IWM_Training_MMRE,FAABE_FULL_MMRE,FAABE_FULL_MAE,FAABE_FULL_MSE,FAABE_FULL_RMSE,FAABE_FULL_Training_MMRE
Albrecht,1,21,3,7,"Input,Output,Inquiry,File,FPAdj,RawFPcounts,AdjFP",0.23481659646492659,12.549295043945316,353.0784917292213,18.790382958556787,,0.24058261707557047,12.501772435506188,328.0795080324795,18.11296519161011,0.5623096227645874,0.23481659646492659,12.549295043945316,353.0784917292213,18.790382958556787,,0.3386714951187964,15.15555629730225,416.3533891720265,20.404739380154467,0.5744577050209045,0.21927283900842112,10.794931983947757,234.4223400015978,15.3108569323078,0.5651878118515015
Albrecht,2,21,3,6,"Input,Output,Inquiry,File,RawFPcounts,AdjFP",0.5857584942528044,3.353034083048503,16.14970782732887,4.0186699077342585,,0.9654595919195974,9.338654899597168,154.96363503471431,12.448439060167917,0.5738943219184875,0.30567974753685506,4.011921310424805,29.948796811833606,5.472549388706657,,0.42521482932443294,8.633332792917889,147.66998446358625,12.151953936037868,0.6966583728790283,0.340937369611314,7.741590722401938,149.6318007585854,12.232407807074836,0.7110728621482849
Albrecht,3,21,3,7,"Input,Output,Inquiry,File,FPAdj,RawFPcounts,AdjFP",0.29172476646755113,14.309909947713217,458.7188263596867,21.41772224956909,,0.3468626992013262,15.332995859781903,494.41786666605185,22.235509138898795,0.5755970478057861,0.29172476646755113,14.309909947713217,458.7188263596867,21.41772224956909,,0.35635301205390313,18.155553944905602,747.5687151591088,27.341702857706373,0.5892320275306702,0.35193000060663,15.49224548339844,503.5502022463251,22.43992429234834,0.5759074687957764
Albrecht,4,21,3,6,"Input,Output,Inquiry,File,RawFPcounts,AdjFP",0.5929235189168661,4.99858455657959,33.72828687745676,5.807605950601053,,0.39618248767680947,3.8425347328186032,15.746716564808837,3.968213271084209,0.6008780598640442,0.5678789917771164,5.0391990661621096,27.2032094655833,5.21566960855299,,0.42428428102899957,4.088888835906983,20.017036398428477,4.474040276799984,0.6638467907905579,0.5758594514371397,5.218484910329183,28.073730871434904,5.298464954251835,0.6825587749481201
Albrecht,5,22,2,7,"Input,Output,Inquiry,File,FPAdj,RawFPcounts,AdjFP",0.3291659967050719,5.638507080078126,36.43053458148862,6.035771249930585,,0.1950067800711453,3.499165725708009,12.27322172330824,3.5033158183795305,0.5526176691055298,0.3291659967050719,5.638507080078126,36.43053458148862,6.035771249930585,,0.3165556480105176,5.549999427795411,32.202770673964196,5.67474851195753,0.5602774024009705,0.29575609312653084,5.120912265777589,28.63893408363993,5.351535675265552,0.5693627595901489
Albrecht,6,22,2,7,"Input,Output,Inquiry,File,FPAdj,RawFPcounts,AdjFP",4.843069639470842,12.425705575942994,217.38048038924813,14.743828552626626,,3.811407539579603,11.040029907226563,178.90575242758962,13.375565499357013,0.3199164867401123,4.843069639470842,12.425705575942994,217.38048038924813,14.743828552626626,,5.105208075708813,12.133333110809327,201.48555062399976,14.194560599891767,0.3154231011867523,5.436388045549393,11.813212299346924,184.41790814458804,13.580055528037727,0.30026453733444214
Albrecht,7,22,2,7,"Input,Output,Inquiry,File,FPAdj,RawFPcounts,AdjFP",1.1285171217090926,4.472221851348877,29.59042904337135,5.439708543972862,,0.3609292578607909,1.751152992248535,3.121181107997435,1.7666864769951218,0.5691378712654114,1.1285171217090926,4.472221851348877,29.59042904337135,5.439708543972862,,0.849147023333146,3.5333337783813477,16.22222708808091,4.027682595250141,0.5665559768676758,0.4547578478871511,2.3312559127807617,5.434754132080306,2.3312559130392154,0.573479175567627
Albrecht,8,22,2,7,"Input,Output,Inquiry,File,FPAdj,RawFPcounts,AdjFP",0.1882087858116479,1.1154060363769531,1.9642882054585784,1.401530665186666,,0.32260921496777045,1.9348803997039798,6.516280003459802,2.552700531488134,0.5591558218002319,0.1882087858116479,1.1154060363769531,1.9642882054585784,1.401530665186666,,0.33589835627974785,2.000000381469727,6.560002746582324,2.561250231153201,0.5580287575721741,0.8322538460086683,4.4310736656188965,20.343272012358522,4.510351650631969,0.5662141442298889
Albrecht,9,22,2,6,"Input,Output,Inquiry,File,RawFPcounts,AdjFP",0.17253404710350959,1.6853174209594721,4.993572620475968,2.2346303095760534,,0.1942341732569611,1.9683900356292723,7.151001429803384,2.6741356416239217,0.6139792799949646,0.17025065185147134,0.7777911663055415,0.8760284261038799,0.9359639021371924,,0.22895963534430108,1.3833333492279047,1.916111178928007,1.3842366773525425,0.6260957717895508,0.1918028848281074,1.2363898992538447,1.5746059706460798,1.2548330449291172,0.6246218681335449
Albrecht,10,22,2,6,"Input,Output,Inquiry,File,RawFPcounts,AdjFP",0.3279656093884138,17.4612756729126,582.993369310283,24.14525562735427,,0.42155082436168895,22.402256107330324,958.9956647123488,30.967655137455093,0.5380395650863647,0.6135433838258382,21.038964366912843,700.9981145376064,26.476368983257625,,0.40415306944473117,7.3333352565765395,58.1878149975754,7.628093798425358,0.639255702495575,0.4051143094605091,22.247102355957033,956.38497427421,30.925474519790477,0.6245545744895935
