Dataset,Fold,Train_N,Test_N,Selected_Feature_Count,Selected_Features,ABE_BASE_MMRE,ABE_BASE_MAE,ABE_BASE_MSE,ABE_BASE_RMSE,ABE_BASE_Training_MMRE,FAABE_NO_PEARSON_MMRE,FAABE_NO_PEARSON_MAE,FAABE_NO_PEARSON_MSE,FAABE_NO_PEARSON_RMSE,FAABE_NO_PEARSON_Training_MMRE,FAABE_NO_FIREFLY_MMRE,FAABE_NO_FIREFLY_MAE,FAABE_NO_FIREFLY_MSE,FAABE_NO_FIREFLY_RMSE,FAABE_NO_FIREFLY_Training_MMRE,FAABE_NO_IWM_MMRE,FAABE_NO_IWM_MAE,FAABE_NO_IWM_MSE,FAABE_NO_IWM_RMSE,FAABE_NO_IWM_Training_MMRE,FAABE_FULL_MMRE,FAABE_FULL_MAE,FAABE_FULL_MSE,FAABE_FULL_RMSE,FAABE_FULL_Training_MMRE
Kemerer,1,13,2,4,"Language,KSLOC,AdjFP,RAWFP",0.17838860674239257,36.136506652832026,2303.3673265169414,47.99340919873208,,0.2567092389527161,54.39158782958984,5459.230868625085,73.88660818189643,0.5488667488098145,0.23324706833101802,51.80805740356445,5183.220926725594,71.9945895656444,,0.2905429790275253,57.36666831970214,5652.894819497008,75.18573547885934,0.5697917938232422,0.25530820395143505,54.004323577880854,5372.90663194818,73.30011345112761,0.5525141954421997
Kemerer,2,13,2,3,"KSLOC,AdjFP,RAWFP",0.42970743416904433,115.74630279541016,13899.319338790929,117.89537454366447,,0.4991754516864876,134.99226303100585,19321.188387086615,139.00067764973886,0.48360154032707214,0.39162034881933017,106.06761474609375,12042.780641206653,109.73960379556075,,0.4710363835635163,125.26665802001953,15701.345583123199,125.30501020758587,0.5525956749916077,0.470346616401908,125.23707885742188,15710.785968533644,125.34267417178255,0.5556175112724304
Kemerer,3,13,2,4,"Language,KSLOC,AdjFP,RAWFP",0.8620982976578335,95.57253646850586,14362.916641103366,119.84538639890718,,0.7714998467606669,87.87960815429688,14027.843659320846,118.43919815382425,0.4467163383960724,0.7758893763099006,85.40853118896484,11050.67554138659,105.12219338173358,,0.6186850450700532,67.05000495910645,6283.583883675521,79.2690600655484,0.5579258799552917,0.7497649294597958,83.4449462890625,11178.194220736623,105.72697962552711,0.5433269739151001
Kemerer,4,13,2,5,"Language,Duration,KSLOC,AdjFP,RAWFP",0.44568852777660506,437.56001022338864,375114.630520863,612.466023972647,,0.48047451491845794,438.0441792297363,370736.6431757773,608.8814689048907,0.5055456161499023,0.46473489069364793,439.9235050964355,376630.4856745874,613.7022777166363,,0.525307145650917,446.0716679382324,378958.09532774717,615.5957239355608,0.5080963969230652,0.477363215225847,437.66880920410154,370508.4965486702,608.6940911070767,0.5052310824394226
Kemerer,5,13,2,3,"KSLOC,AdjFP,RAWFP",0.8944094252834739,113.60260620117187,13141.833354109898,114.63783561333447,,0.7134451825396149,96.13028259277344,9668.154914455956,98.32677618256359,0.5430964231491089,0.7645009087072844,103.24747314453124,11166.681350024042,105.67251937009945,,0.7295316835855543,96.83333129882813,9733.903589002975,98.66054727702951,0.5817349553108215,0.8244117275817651,125.38064422607421,17807.298496859265,133.4439901114294,0.5657105445861816
Kemerer,6,14,1,4,"Language,KSLOC,AdjFP,RAWFP",0.592114346812344,77.15249938964843,5952.508162069701,77.15249938964843,,0.5289775060857155,68.92576904296874,4750.761638164668,68.92576904296874,0.560731053352356,0.33433976543013705,43.564471435546864,1897.8631714585786,43.564471435546864,,0.35814792635984255,46.66667480468749,2177.778537326454,46.66667480468749,0.61119145154953,0.28674030669908374,37.362261962890614,1395.9386189836628,37.362261962890614,0.5956487059593201
Kemerer,7,14,1,3,"KSLOC,AdjFP,RAWFP",0.1882235744905416,48.693438720703114,2371.050974446869,48.693438720703114,,0.3660521092542037,94.69768066406249,8967.650723152754,94.69768066406249,0.5315110087394714,0.25751800006266307,66.61990661621093,4438.211957552664,66.61990661621093,,0.31284629842421235,80.93333740234374,6550.205103081612,80.93333740234374,0.5601018667221069,0.290549002147154,75.16502685546874,5649.781262183336,75.16502685546874,0.5700424313545227
Kemerer,8,14,1,3,"KSLOC,AdjFP,RAWFP",0.07390784002413416,11.603530883789062,134.64192897104658,11.603530883789062,,0.20934028382513933,32.866424560546875,1080.2018633941188,32.866424560546875,0.5581877827644348,0.01858170624751194,2.917327880859375,8.510801964439452,2.917327880859375,,0.1505307726040008,23.633331298828125,558.5343482801691,23.633331298828125,0.6681641340255737,0.21843150922447252,34.29374694824219,1176.0610797500703,34.29374694824219,0.6376999616622925
Kemerer,9,14,1,4,"Language,KSLOC,AdjFP,RAWFP",1.6045314845885175,139.43378601074218,19441.78068128944,139.43378601074218,,1.248199778952999,108.46856079101562,11765.42868007425,108.46856079101562,0.5019580125808716,0.9479780998273877,82.379296875,6786.348553619384,82.379296875,,1.2029152399376977,104.53333435058593,10927.217990451389,104.53333435058593,0.5518097877502441,0.9303779909333644,80.84984741210937,6536.697826561368,80.84984741210937,0.5527299642562866
Kemerer,10,14,1,3,"KSLOC,AdjFP,RAWFP",2.439155775925209,56.58841400146484,3202.248599201182,56.58841400146484,,2.4107435160669786,55.9292495727539,3128.0809577713926,55.9292495727539,0.39694467186927795,2.3798684744999328,55.212948608398435,3048.4696940336466,55.212948608398435,,2.4267241379310343,56.3,3169.6899999999996,56.3,0.4364851415157318,2.3769476002660292,55.14518432617187,3040.991354367472,55.14518432617187,0.43225958943367004
