Dataset,Fold,Train_N,Test_N,Selected_Feature_Count,Selected_Features,ABE_MMRE,ABE_MAE,ABE_MSE,ABE_RMSE,ABE_Training_MMRE,GA-ABE_MMRE,GA-ABE_MAE,GA-ABE_MSE,GA-ABE_RMSE,GA-ABE_Training_MMRE,PSO-ABE_MMRE,PSO-ABE_MAE,PSO-ABE_MSE,PSO-ABE_RMSE,PSO-ABE_Training_MMRE,DE-ABE_MMRE,DE-ABE_MAE,DE-ABE_MSE,DE-ABE_RMSE,DE-ABE_Training_MMRE,GWO-ABE_MMRE,GWO-ABE_MAE,GWO-ABE_MSE,GWO-ABE_RMSE,GWO-ABE_Training_MMRE,WOA-ABE_MMRE,WOA-ABE_MAE,WOA-ABE_MSE,WOA-ABE_RMSE,WOA-ABE_Training_MMRE,FAABE_MMRE,FAABE_MAE,FAABE_MSE,FAABE_RMSE,FAABE_Training_MMRE
Kemerer,1,13,2,4,"Language,KSLOC,AdjFP,RAWFP",0.23324706833101802,51.80805740356445,5183.220926725594,71.9945895656444,,0.253033736867895,53.865205383300776,5378.836596424264,73.34055219606861,0.5531197786331177,0.25606624991575805,54.052358245849604,5371.454040285209,73.29020425872211,0.5523149371147156,0.2545144886247789,53.97018203735351,5379.244863540549,73.34333550869192,0.552726149559021,0.2479967496381676,53.11759719848632,5262.004892096445,72.53967805343807,0.5687094926834106,0.18187245225789245,36.726316070556635,2371.4949393332336,48.6979972825704,0.5627133846282959,0.25391993304240085,53.90347061157226,5371.771867284374,73.29237250413152,0.5529659986495972
Kemerer,2,13,2,3,"KSLOC,AdjFP,RAWFP",0.39162034881933017,106.06761474609375,12042.780641206653,109.73960379556075,,0.47030074128153054,125.22423858642578,15707.479242113182,125.32948273296743,0.5556530356407166,0.4703539597653399,125.23913497924805,15711.315618588917,125.34478696215857,0.5556118488311768,0.3452850489129916,92.85298461914063,8876.564097116068,94.21551940692186,0.5606048703193665,0.3451967366764715,97.9891845703125,16769.495698941657,129.49708760795224,0.6060997843742371,0.3527050657240025,99.89931411743164,16961.789278362623,130.2374342436253,0.5788819789886475,0.35272640064976646,99.90482635498047,16962.5546899524,130.24037273423477,0.5789272785186768
Kemerer,3,13,2,4,"Language,KSLOC,AdjFP,RAWFP",0.7758893763099006,85.40853118896484,11050.67554138659,105.12219338173358,,0.7553860362135913,83.96312713623047,11241.002916711499,106.02359603744583,0.5443123579025269,0.7553809248950877,83.95946502685547,11237.827861110796,106.0086216357462,0.544292688369751,0.6258398770111535,69.47951889038086,7648.129601548455,87.45358541276885,0.5655136108398438,0.7553712331211234,83.97136306762695,11250.22180640584,106.06706277825289,0.5443971753120422,0.7552972427142665,83.94973754882812,11234.921680734493,105.99491346632863,0.5443192720413208,0.7482041952449504,83.3081283569336,11167.772780999658,105.67768345776537,0.5445504188537598
Kemerer,4,13,2,5,"Language,Duration,KSLOC,AdjFP,RAWFP",0.46473489069364793,439.9235050964355,376630.4856745874,613.7022777166363,,0.46574645998106473,421.9752400207519,343615.1720564737,586.1869770444185,0.5249055027961731,0.4517349075465009,435.56113937377927,370467.9220133822,608.6607610265197,0.5050644278526306,0.4517070802048614,435.5721676635742,370492.63513655914,608.6810619171251,0.5052869915962219,0.4653262631625477,422.0229046630859,343761.4126766543,586.3117026604998,0.5256309509277344,0.4350825032467198,396.5314381408691,303778.664307115,551.161196300243,0.5291104912757874,0.4770808485348697,438.0060398864746,371177.84305246104,609.2436647618595,0.5065586566925049
Kemerer,5,13,2,3,"KSLOC,AdjFP,RAWFP",0.7645009087072844,103.24747314453124,11166.681350024042,105.67251937009945,,0.7187671170384604,118.22733917236327,16831.483564531918,129.7362076080996,0.5656648874282837,0.7157500839301066,117.47472229003905,16588.748211903214,128.79731445920453,0.5663375854492188,0.7187848189544247,118.24503936767577,16838.21948809095,129.76216508709675,0.5656660199165344,0.7181098129665566,118.08040466308593,16785.230327806712,129.55782619281135,0.5658261179924011,0.7188375267675152,118.25511779785155,16841.25139815742,129.77384712705953,0.5656523108482361,0.7184881963859585,118.17285003662109,16814.985893514215,129.67261042145412,0.5657371878623962
Kemerer,6,14,1,4,"Language,KSLOC,AdjFP,RAWFP",0.33433976543013705,43.564471435546864,1897.8631714585786,43.564471435546864,,0.28759060652550594,37.473056030273426,1404.2299282480117,37.473056030273426,0.596973180770874,0.2853495670298109,37.181048583984364,1382.4303738046056,37.181048583984364,0.5950836539268494,0.28704349169434706,37.401766967773426,1398.8921723116273,37.401766967773426,0.5956670045852661,0.2814328712586338,36.67070312499999,1344.740467681884,36.67070312499999,0.5976026058197021,0.2859348581098905,37.25731201171874,1388.1072983385613,37.25731201171874,0.5952872037887573,0.27986940162875323,36.46698303222655,1329.8408514726991,36.46698303222655,0.5968593955039978
Kemerer,7,14,1,3,"KSLOC,AdjFP,RAWFP",0.25751800006266307,66.61990661621093,4438.211957552664,66.61990661621093,,0.28672999915442593,74.17705078124999,5502.234862604139,74.17705078124999,0.5702771544456482,0.2791041435769593,72.20424194335936,5213.452554615175,72.20424194335936,0.5702977180480957,0.193682174771091,50.10557861328124,2510.569008171706,50.10557861328124,0.6370699405670166,0.2906264462524461,75.1850616455078,5652.793494638809,75.1850616455078,0.5700250267982483,0.28786730093526525,74.47127075195311,5545.970167410707,74.47127075195311,0.5700759887695312,0.19360797470676697,50.086383056640614,2508.645767696536,50.086383056640614,0.6370747089385986
Kemerer,8,14,1,3,"KSLOC,AdjFP,RAWFP",0.01858170624751194,2.917327880859375,8.510801964439452,2.917327880859375,,0.020107099205065683,3.1568145751953125,9.965478262165561,3.1568145751953125,0.6592862606048584,0.2184197492660231,34.291900634765625,1175.934449144639,34.291900634765625,0.6376976370811462,0.2268429895874801,35.614349365234375,1268.3818807089701,35.614349365234375,0.6361846327781677,0.020612388659434714,3.23614501953125,10.472634587436914,3.23614501953125,0.6595391631126404,0.30905384622561705,48.521453857421875,2354.33148443792,48.521453857421875,0.6390955448150635,0.2231085710464769,35.028045654296875,1226.9639823595062,35.028045654296875,0.6375969648361206
Kemerer,9,14,1,4,"Language,KSLOC,AdjFP,RAWFP",0.9479780998273877,82.379296875,6786.348553619384,82.379296875,,0.9602757356246403,83.44796142578124,6963.562266118674,83.44796142578124,0.572951078414917,0.9214653831631184,80.075341796875,6412.060363886356,80.075341796875,0.5522720813751221,1.0856088653669806,94.33941040039062,8899.92435469333,94.33941040039062,0.5533329844474792,1.087735965144922,94.52425537109374,8934.834853459744,94.52425537109374,0.5541409254074097,1.0933213140665454,95.0096221923828,9026.828309139319,95.0096221923828,0.5536810159683228,0.9296745765607018,80.788720703125,6526.817392847537,80.788720703125,0.5524681806564331
Kemerer,10,14,1,3,"KSLOC,AdjFP,RAWFP",2.3798684744999328,55.212948608398435,3048.4696940336466,55.212948608398435,,2.382773892632846,55.28035430908203,3055.917572537644,55.28035430908203,0.41096818447113037,2.382419388869713,55.27212982177734,3055.008335035408,55.27212982177734,0.41062819957733154,2.3811408075793037,55.24246673583984,3051.730131060371,55.24246673583984,0.41137102246284485,2.3813502870757004,55.24732666015625,3052.2671030940114,55.24732666015625,0.41164931654930115,2.3824197177229256,55.27213745117187,3055.0091784212364,55.27213745117187,0.4106289744377136,2.3824279390532395,55.27232818603515,3055.030263104776,55.27232818603515,0.4106489419937134
